File name;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results
new prompt 1full specs/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_11_00_13;TRUE;-96,206719;1696,857393;681,936871;1317,887;1358,035;155,14;Yes;No;No
new prompt 1full specs/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_11_02_45;TRUE;2,588043;278,588346;812,348969;1295,411;1035,379;184,809;Yes;No;No

File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results
new prompt full specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260707_12_29_45;FALSE;-;-;-;-;-;-;No;No;No
new prompt full specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260707_12_35_00;TRUE;4,4644;289,653785;966,655064;1294,984;1037,896;219,914;Yes;Yes;No
new prompt full specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260707_12_37_50;TRUE;4,300775;289,965732;968,948425;1295,021;1037,967;220,435;Yes;Yes;No
new prompt full specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260707_12_39_15;TRUE;38,381418;233,835474;759,319328;1287,268;1025,198;172,745;Yes;No;No
new prompt full specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260707_12_41_12;TRUE;1022,080084;3706,927385;504,884438;1063,477;1815,325;114,861;Yes;No;No

File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results
new prompt full specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_14_35;TRUE;4,428259;289,972419;971,050306;1294,992;1037,969;220,914;Yes;Yes;No
new prompt full specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_14_51;TRUE;4,464115;289,681945;966,669202;1294,984;1037,903;219,917;Yes;Yes;No
new prompt full specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_15_04;TRUE;4,495672;290,139964;972,396036;1294,977;1038,007;221,22;Yes;Yes;No
new prompt full specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_15_17;TRUE;4,65035;289,956837;974,121044;1294,942;1037,965;221,612;Yes;Yes;No
new prompt full specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_15_38;TRUE;4,301389;289,923573;968,927317;1295,021;1037,958;220,431;Yes;Yes;No
new prompt full specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260717_10_19_51;TRUE;4,494923;290,182011;972,417073;1294,977;1038,016;221,225;Yes;Yes;No
new prompt full specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260717_10_20_08;TRUE;4,65035;289,956837;974,121044;1294,942;1037,965;221,612;Yes;Yes;No
new prompt full specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260717_10_21_34;TRUE;4,65035;289,956837;974,121044;1294,942;1037,965;221,612;Yes;Yes;No
new prompt full specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260717_10_22_08;TRUE;654,144973;3864,680649;195,325411;1147,182;1851,214;44,436;Yes;No;Yes
